"term","contrast","country","estimate","conf.low","conf.high"
"experienced","dY/dX","Austria",0.0930478412226328,0.0236793598476863,0.161807820549716
"experienced","dY/dX","Benin",0.118789778449566,0.047801411388245,0.18815492503524
"experienced","dY/dX","Brazil",0.0651855631684837,0.013057633709164,0.120803916518135
"experienced","dY/dX","Cameroon",0.0982148418397361,0.0255257973974149,0.168889253548464
"experienced","dY/dX","China",0.0963244891381026,0.0649413069147593,0.128189813845161
"experienced","dY/dX","El Salvador",0.0973628762929635,0.0242934235003281,0.16873641307997
"experienced","dY/dX","Finland",0.143253749120985,0.0609755233220044,0.22753409692925
"experienced","dY/dX","France",0.0815549278324447,-0.00687194319322852,0.168446149255906
"experienced","dY/dX","India",0.108792571513146,0.0690276365935359,0.146794641114103
"experienced","dY/dX","Iraq",0.18067037651719,0.117346807271956,0.244107139622611
"experienced","dY/dX","Israel",0.069567544399747,0.00649127537900507,0.134114593175539
"experienced","dY/dX","Japan",0.087314175184787,-0.00259869734292992,0.175810410676203
"experienced","dY/dX","Kazakhstan",0.0943925776144773,-0.00592736940341171,0.195678089639695
"experienced","dY/dX","Kuwait",0.174304426240694,0.118677868553859,0.228646621767177
"experienced","dY/dX","Kyrgyzstan",0.130612308049917,0.0406582991337607,0.222214776042298
"experienced","dY/dX","Libya",0.107230290054234,0.0210864298624079,0.194248736361174
"experienced","dY/dX","Madagascar",0.107541993935637,0.0509082707203264,0.1626984555648
"experienced","dY/dX","Mongolia",0.109349228863945,0.0277302333927757,0.190169994543026
"experienced","dY/dX","Portugal",0.115036904545562,0.0516827254852819,0.186672646064986
"experienced","dY/dX","Romania",0.0439108005711284,-0.0472016219861518,0.1311821013902
"experienced","dY/dX","Sierra Leone",0.0883101322648004,0.0356478098868204,0.14004378768299
"experienced","dY/dX","Somalia",0.236212889378223,0.180956045464069,0.291352038359988
"experienced","dY/dX","South Korea",0.0766544758183514,-0.00176051178708405,0.156167761987878
"experienced","dY/dX","Sweden",0.132827237256952,0.0475105239239432,0.216411589215084
"experienced","dY/dX","Thailand",0.0767255378623174,0.00883967378208072,0.141104360387058
"experienced","dY/dX","Turkey",0.0141727943960984,-0.0689417025786071,0.0932075457072851
"experienced","dY/dX","Uganda",0.126328322990192,0.0565696926355584,0.19164088459206
"experienced","dY/dX","United Arab Emirates",0.0927556269075273,0.0201825715610977,0.164973372859583
"experienced","dY/dX","United Kingdom",0.101105024504483,0.0313410184574754,0.174608702802912
"experienced","dY/dX","Uruguay",0.131021409175536,0.0531508181193851,0.211818875782069
"experienced","dY/dX","Argentina",0.0718576525171348,-0.000901592329649518,0.145261487332603
"experienced","dY/dX","Botswana",0.116649701213213,0.034996133554582,0.200925210905605
"experienced","dY/dX","Denmark",0.128523398704842,0.0380818996912837,0.223515750581804
"experienced","dY/dX","Dominican Republic",0.0985468868702953,0.026740067632812,0.171830278324035
"experienced","dY/dX","Ecuador",0.0764696683981371,0.00842593472878731,0.142456940320416
"experienced","dY/dX","Egypt",0.170745506954521,0.0871599838207422,0.258224796504183
"experienced","dY/dX","Greece",0.0634329913148132,-0.00431883249072272,0.129711901266606
"experienced","dY/dX","Guinea",0.118060093560848,0.0530207707247109,0.185539189633825
"experienced","dY/dX","Hong Kong",0.148247602872034,0.0783695936549188,0.218971015200146
"experienced","dY/dX","Iran",0.156550496193236,0.0646911035491332,0.251411954048756
"experienced","dY/dX","Italy",0.103218778411659,0.0197483280183517,0.182635525963304
"experienced","dY/dX","Lebanon",0.14995731548253,0.0649627372200343,0.236479450792245
"experienced","dY/dX","Liberia",0.122609542735737,0.0598998817704214,0.182867222880276
"experienced","dY/dX","Lithuania",0.10558083620382,0.0294156964740305,0.181613910023183
"experienced","dY/dX","Malta",0.106602823141342,0.0373233049188031,0.17751164754803
"experienced","dY/dX","Netherlands",0.0832875671100797,0.00847648840174181,0.157561078429832
"experienced","dY/dX","North Macedonia",0.121701608571809,0.0434760952914587,0.203231486557823
"experienced","dY/dX","Norway",0.0992897098626325,0.00197421449302147,0.19274669824387
"experienced","dY/dX","Palestine",0.0879968141311439,0.0105559354438146,0.164076525427608
"experienced","dY/dX","Paraguay",0.115934460768066,0.0435137655962416,0.191199510383475
"experienced","dY/dX","Peru",0.0935284969204263,0.0372324841321287,0.149490892748187
"experienced","dY/dX","Poland",0.0351881184716711,-0.043419052111141,0.109346627974293
"experienced","dY/dX","Russia",0.132113970879562,0.0617926546337625,0.207311665708786
"experienced","dY/dX","South Africa",0.109961491842664,0.0399397178139278,0.179242178550896
"experienced","dY/dX","Spain",0.0478812821265936,-0.0104768957559678,0.10585443295831
"experienced","dY/dX","Sri Lanka",0.0742421328232034,-0.00425962829681048,0.14630066008886
"experienced","dY/dX","Switzerland",0.0633756865928218,-0.00814680700977242,0.134870267604737
"experienced","dY/dX","Tajikistan",0.122312959043537,0.0219642455339664,0.221283146565885
"experienced","dY/dX","Tanzania",0.121639613864165,0.0355306904949846,0.206052113031175
"experienced","dY/dX","Tunisia",0.156161012971021,0.0661216971728806,0.252472681092588
"experienced","dY/dX","Albania",0.0916643807713115,0.0126681753515864,0.171235268971488
"experienced","dY/dX","Australia",0.103315078512648,0.0241590313728577,0.182611019864961
"experienced","dY/dX","Bangladesh",0.150320958461983,0.082330582479338,0.217153112856205
"experienced","dY/dX","Comoros",0.109248852247326,0.0443566667631704,0.171490038034371
"experienced","dY/dX","Congo Brazzaville",0.0959799799370965,0.0284851031514767,0.162439453790446
"experienced","dY/dX","Czech Republic",0.0484826101374467,-0.0309406958530959,0.124498491107605
