"term","contrast","country","estimate","conf.low","conf.high"
"wildfire","wildfire","Guinea",0.0722953628284556,-0.0536201569456369,0.176856567493323
"drought","drought","India",0.0514539506953227,-0.106793193533907,0.208929407241083
"earthquake","earthquake","India",0.0591243972633506,-0.00321533396736731,0.124206205167406
"flooding","flooding","India",0.0557425060755317,0.00938514968490171,0.102904943603396
"heatwave","heatwave","India",0.139411128149935,-0.0796398307134833,0.334098370698583
"hurricane","hurricane","India",0.0765872763970223,0.0330439247817325,0.117253412764638
"mudslide","mudslide","India",0.117265043760216,0.0118950943448124,0.280853929320768
"sandstorm","sandstorm","India",0.0565195627985284,-0.250772381883136,0.350656508715545
"snowstorm","snowstorm","India",0.0769017798454212,-0.0868279108484864,0.291392266229014
"thunder","thunder","India",0.0631182861766271,-0.0553320015235917,0.172017644206272
"tornado","tornado","India",0.0903690588582224,-0.0535182175892436,0.293651479538957
"volcano","volcano","India",-0.0128825484613559,-0.315597696337566,0.340468470932837
"wildfire","wildfire","India",0.0745284246916104,-0.0670428166665536,0.192791523438647
"drought","drought","Israel",0.0731530161341384,-0.0462040099782889,0.235326864407095
"earthquake","earthquake","Israel",-0.00100262936572368,-0.0739925907274391,0.0830327227478132
"flooding","flooding","Israel",0.0781387801684257,0.00952162063133079,0.15844575419726
"heatwave","heatwave","Israel",0.102728491787604,-0.0567059464577281,0.31227021146842
"hurricane","hurricane","Israel",0.0551815837493504,0.00187483350559673,0.117034896804723
"mudslide","mudslide","Israel",0.0793630453071208,-0.00742325325015933,0.220067550148708
"sandstorm","sandstorm","Israel",0.039329271469887,-0.132540052456821,0.364292475132071
"snowstorm","snowstorm","Israel",0.0456512068676259,-0.0665299268095908,0.219319748120573
"thunder","thunder","Israel",0.0484961864996083,-0.0552797304692445,0.178462425054603
"tornado","tornado","Israel",0.0593677890839421,-0.0518646103996892,0.237419464693074
"volcano","volcano","Israel",-0.00762040531491364,-0.167078804586192,0.3019367058974
"wildfire","wildfire","Israel",0.0545106536858422,-0.0317991525479932,0.167919417697856
"drought","drought","Japan",0.10656959895195,-0.0766186654197898,0.25595751700083
"earthquake","earthquake","Japan",0.0522555626496908,-0.0337566812474417,0.135441824756482
"flooding","flooding","Japan",0.0574120093098306,-0.0296213163090638,0.135672756765615
"heatwave","heatwave","Japan",0.129589570571228,-0.087397523164641,0.291030683456825
"hurricane","hurricane","Japan",0.0614091578950869,-0.0132369864689178,0.104364669306719
"mudslide","mudslide","Japan",0.112946353085294,0.0116553279980793,0.242413009131994
"sandstorm","sandstorm","Japan",0.0591760501170305,-0.318110239514798,0.311590409254389
"snowstorm","snowstorm","Japan",0.026266264232834,-0.195764349489045,0.154307421050104
"thunder","thunder","Japan",0.0692783363782798,-0.0971955492807959,0.205560568613061
"tornado","tornado","Japan",0.0873410267494043,-0.0559724344635321,0.255725866313219
"volcano","volcano","Japan",-0.0140645988029687,-0.408999363877489,0.287641860013333
"wildfire","wildfire","Japan",0.0755300723219253,-0.0471007208239414,0.184907265676159
"drought","drought","Kazakhstan",0.107727190347292,-0.0400399661656418,0.253487474424936
"earthquake","earthquake","Kazakhstan",0.0393350202278895,-0.0856677659778237,0.159525438240425
"flooding","flooding","Kazakhstan",0.134722279669134,0.0403571826131105,0.228864824754619
"heatwave","heatwave","Kazakhstan",0.137332729336713,-0.0945469817091828,0.318072556222304
"hurricane","hurricane","Kazakhstan",0.0848120615921261,0.0210855240076232,0.166042349498358
"mudslide","mudslide","Kazakhstan",0.107350233397517,-0.0286068377796602,0.229974802553932
"sandstorm","sandstorm","Kazakhstan",0.0602237850385081,-0.276538034318377,0.33331244408685
"snowstorm","snowstorm","Kazakhstan",0.0604822369143395,-0.0572822196213429,0.186575960415465
"thunder","thunder","Kazakhstan",0.0700321503642668,-0.0945419216422453,0.224190441307396
"tornado","tornado","Kazakhstan",0.0837244468023107,-0.0896141963725571,0.278274598694961
"volcano","volcano","Kazakhstan",-0.013135318977797,-0.341823223536374,0.324668308495107
"wildfire","wildfire","Kazakhstan",0.0765943265590552,-0.0534860762333182,0.194790693116776
"drought","drought","Lebanon",0.0911642294087763,-0.0841028252017614,0.283208867579023
"earthquake","earthquake","Lebanon",0.103430510027618,0.0295638695167489,0.180224505584636
"flooding","flooding","Lebanon",0.0989595430136016,0.00634355736633376,0.200706340077388
"heatwave","heatwave","Lebanon",0.131733908379263,-0.0815639171118816,0.348386814165071
"hurricane","hurricane","Lebanon",0.0750950228440159,0.00433513398283385,0.150353332425641
"mudslide","mudslide","Lebanon",0.106495117828352,-0.0139121192576303,0.25928421033858
"sandstorm","sandstorm","Lebanon",0.054553161922876,-0.221792344900927,0.373909715444945
"snowstorm","snowstorm","Lebanon",0.0810045088267128,-0.052228221459129,0.286302343442677
"thunder","thunder","Lebanon",0.114291065876505,0.0170974191804088,0.323342629963373
"tornado","tornado","Lebanon",0.0722118243939101,-0.0961876464845044,0.260391745022075
"volcano","volcano","Lebanon",-0.011056774074575,-0.273952052569487,0.355609648340211
"wildfire","wildfire","Lebanon",0.0452054517051132,-0.098551102674021,0.120133386624619
"drought","drought","Libya",0.092616743628148,-0.0808873527499916,0.284567943691845
"earthquake","earthquake","Libya",0.0701642566663631,-0.0511831988635102,0.205836983115958
"flooding","flooding","Libya",0.154922492558829,0.0720675272735634,0.24363285977598
"heatwave","heatwave","Libya",0.133477064343384,-0.08394635637737,0.358358794762063
"hurricane","hurricane","Libya",0.0751507746534837,0.00371307900122915,0.153584958008881
"mudslide","mudslide","Libya",0.106358289437055,-0.0122680360969968,0.249464590168266
"sandstorm","sandstorm","Libya",0.0550505388407333,-0.231503574935551,0.368589254166759
"snowstorm","snowstorm","Libya",0.0621929643587695,-0.0998387874967466,0.284980472632954
"thunder","thunder","Libya",0.0662777511274751,-0.0839422948129561,0.21989049125966
"tornado","tornado","Libya",0.0812997158197923,-0.0692138422771373,0.28108813348979
"volcano","volcano","Libya",-0.0110343858306898,-0.277142761509524,0.365838720868537
"wildfire","wildfire","Libya",0.0618567930466462,-0.0676017464781274,0.151048840224356
"drought","drought","North Macedonia",0.128715745269719,-0.0238096045433936,0.253246482913091
"earthquake","earthquake","North Macedonia",0.13718601718333,0.0591968326162032,0.215194420101693
"flooding","flooding","North Macedonia",0.0511027221809885,-0.0264288499052478,0.11958344210415
"heatwave","heatwave","North Macedonia",0.120632827706417,-0.0967352152553032,0.263238798406212
"hurricane","hurricane","North Macedonia",0.072933184394071,0.00752099661080701,0.137550683110633
"mudslide","mudslide","North Macedonia",0.103963492842194,0.0149031501369902,0.219988655754934
"sandstorm","sandstorm","North Macedonia",0.0558092567561179,-0.310898208978304,0.277845708710713
"snowstorm","snowstorm","North Macedonia",0.0614038226820069,-0.137556449308978,0.214020648294068
"thunder","thunder","North Macedonia",0.0679400446109267,-0.072769115399571,0.196186663672839
"tornado","tornado","North Macedonia",0.080460675888331,-0.0702406532824463,0.22856949974748
"volcano","volcano","North Macedonia",-0.0110509256691407,-0.434756364064166,0.250034766429152
"wildfire","wildfire","North Macedonia",0.0683917626423421,-0.0558287321841209,0.164131254958482
"drought","drought","Romania",0.0834289817741455,-0.0869391218355418,0.204816955392571
"earthquake","earthquake","Romania",0.0612176833686269,-0.0247977370603648,0.139182184775541
"flooding","flooding","Romania",0.0745738068883725,-0.00866628363366097,0.147099788615141
"heatwave","heatwave","Romania",0.115292860612099,-0.107908117684413,0.243769937151095
"hurricane","hurricane","Romania",0.0699367222405185,0.0105238789312728,0.129615584948486
"mudslide","mudslide","Romania",0.093188175664466,-0.0134666165271374,0.191745664254013
"sandstorm","sandstorm","Romania",0.0517385336122776,-0.326069531837719,0.251134348150061
"snowstorm","snowstorm","Romania",0.0572934757748896,-0.129739860293049,0.204309757715503
"thunder","thunder","Romania",0.0560419029735697,-0.101225462901162,0.160648282083083
"tornado","tornado","Romania",0.0722947167024149,-0.0730566706038045,0.209830119567536
"volcano","volcano","Romania",-0.0118187263114181,-0.441204092908376,0.236330275746552
"wildfire","wildfire","Romania",0.0690993057247541,-0.0395376405963549,0.168798695348913
"drought","drought","Russia",0.15123827873888,0.0503122010479152,0.25950092576897
"earthquake","earthquake","Russia",0.0400671092881975,-0.0513544702306371,0.140331183960654
"flooding","flooding","Russia",0.074035529778816,0.0136685947872064,0.138295057162733
"heatwave","heatwave","Russia",0.121407597497963,-0.0713990832816384,0.352273627306637
"hurricane","hurricane","Russia",0.0657754493712833,0.00285088334405922,0.12956451096795
"mudslide","mudslide","Russia",0.0960652585515988,-0.0110041933153241,0.242578594472589
"sandstorm","sandstorm","Russia",0.0470967915734447,-0.179683422305057,0.392364460613121
"snowstorm","snowstorm","Russia",0.0495845679896009,-0.0837741975784822,0.219944610338409
"thunder","thunder","Russia",0.0590273378139896,-0.0661359138145184,0.210321914095323
"tornado","tornado","Russia",0.0722114386383134,-0.059064859988415,0.28478229440427
"volcano","volcano","Russia",-0.00878961705933967,-0.218430094655761,0.351989105424349
"wildfire","wildfire","Russia",0.0660481238667744,0.011699053057305,0.123117475803798
"drought","drought","Sierra Leone",0.0791549507702848,-0.0858212743423006,0.199083801238362
"earthquake","earthquake","Sierra Leone",0.058264443619682,-0.0735900959330133,0.158947303795067
"flooding","flooding","Sierra Leone",0.0950646867506432,0.0431806748277957,0.144206611710684
"heatwave","heatwave","Sierra Leone",0.108489300658242,-0.0990171191124714,0.2279502443458
"hurricane","hurricane","Sierra Leone",0.0547117604459037,-0.0417196777128668,0.0947454790724473
"mudslide","mudslide","Sierra Leone",0.101897998181537,0.0375660512819522,0.204823216685774
"sandstorm","sandstorm","Sierra Leone",0.0525412138316762,-0.300493163359118,0.24060338998274
"snowstorm","snowstorm","Sierra Leone",0.0568732581788639,-0.111253357037902,0.190396884747416
"thunder","thunder","Sierra Leone",0.060670537684291,-0.0393973482688438,0.144398262697132
"tornado","tornado","Sierra Leone",0.0760765806453997,-0.0505201026685045,0.216657709937936
"volcano","volcano","Sierra Leone",-0.0101314588549526,-0.452661663438681,0.226054207798877
"wildfire","wildfire","Sierra Leone",0.0719634694231974,-0.000400272610587027,0.157186552547513
"drought","drought","Somalia",-0.0388766067562609,-0.118596342423571,0.0425230656349637
"earthquake","earthquake","Somalia",0.0790796573991806,-0.0554163908140255,0.225260420128792
"flooding","flooding","Somalia",0.21641824784634,0.149771170947965,0.28281572344949
"heatwave","heatwave","Somalia",0.132692303618065,-0.0834512133812027,0.345759975005319
"hurricane","hurricane","Somalia",0.0758915155948916,0.00156172567010693,0.155526516203993
"mudslide","mudslide","Somalia",0.10719737015535,-0.00945841386598694,0.256234735208767
"sandstorm","sandstorm","Somalia",0.0579575146661636,-0.2267819826131,0.390762208489141
"snowstorm","snowstorm","Somalia",0.0625133389210947,-0.101477199855933,0.27545470260805
"thunder","thunder","Somalia",0.0661574477216996,-0.0842933797231777,0.223339388051609
"tornado","tornado","Somalia",0.0805552442387456,-0.0752341286382775,0.275233680949589
"volcano","volcano","Somalia",-0.0121330058605224,-0.277173876838185,0.337913157610624
"wildfire","wildfire","Somalia",0.0705635939047675,-0.0511607939413909,0.188679299408692
"drought","drought","Thailand",0.0548740759070917,-0.104104991130541,0.211772413917369
"earthquake","earthquake","Thailand",0.0789055298665327,-0.0547831724424507,0.223263187087987
"flooding","flooding","Thailand",0.0322565461998023,-0.0335590180198618,0.0986603055875147
"heatwave","heatwave","Thailand",0.136673731613606,-0.0928544085580674,0.343792175546254
"hurricane","hurricane","Thailand",0.0730860830658303,-0.0129412237193603,0.137533099576881
"mudslide","mudslide","Thailand",0.111018213888842,-0.00629247387405361,0.254453906030285
"sandstorm","sandstorm","Thailand",0.0573440817906257,-0.240822938672316,0.354482231721227
"snowstorm","snowstorm","Thailand",0.0649666320079386,-0.114221105360009,0.26292933929757
"thunder","thunder","Thailand",0.0560092661376596,-0.0842922947280918,0.168028114480275
"tornado","tornado","Thailand",0.0841309363342939,-0.0781633498715138,0.290234341292098
"volcano","volcano","Thailand",-0.00968266146207898,-0.316495987540713,0.343063578772618
"wildfire","wildfire","Thailand",0.0780635501344294,-0.051150428233814,0.212163639703726
"drought","drought","United Kingdom",0.0613446168855814,-0.0825291952266989,0.167770048349051
"earthquake","earthquake","United Kingdom",0.0554212042663223,-0.06781367960204,0.145022194749391
"flooding","flooding","United Kingdom",0.0652925652554688,-0.0106232644060477,0.12856888102744
"heatwave","heatwave","United Kingdom",0.10225559981953,-0.0945894290837535,0.211406965912455
"hurricane","hurricane","United Kingdom",0.0601933118943631,-0.00334512016859438,0.105900357569128
"mudslide","mudslide","United Kingdom",0.0847485197819551,-0.00152240940071349,0.16567169630556
"sandstorm","sandstorm","United Kingdom",0.0480265599358181,-0.307379424138738,0.220715818035989
"snowstorm","snowstorm","United Kingdom",0.0596695509160286,-0.0666327330854502,0.180743191888882
"thunder","thunder","United Kingdom",0.0570643230047098,-0.0624203374197123,0.144419107995978
"tornado","tornado","United Kingdom",0.0546832588419835,-0.123067672582672,0.153376300286532
"volcano","volcano","United Kingdom",-0.0100687197856581,-0.450081730381655,0.211572652841665
"wildfire","wildfire","United Kingdom",0.0615249905127783,-0.0307912769775551,0.137983682398185
"drought","drought","Argentina",0.0709644261803343,-0.0709415036667665,0.169913592313415
"earthquake","earthquake","Argentina",0.0365929002625421,-0.0749756382293386,0.11944639044499
"flooding","flooding","Argentina",0.0733962661708327,0.0090453599906586,0.130817008208534
"heatwave","heatwave","Argentina",0.095954794901795,-0.0836655426124231,0.193033880960819
"hurricane","hurricane","Argentina",0.0588943201125521,0.00443933375950198,0.106239063346947
"mudslide","mudslide","Argentina",0.0801529403284981,-0.0078358445194239,0.160803399365388
"sandstorm","sandstorm","Argentina",0.0433414267732123,-0.337745573367939,0.200916775398516
"snowstorm","snowstorm","Argentina",0.0488374686740151,-0.112991758188464,0.163554541442678
"thunder","thunder","Argentina",0.0560627380660162,-0.0577390980315721,0.147634146957418
"tornado","tornado","Argentina",0.0657316539655124,-0.0431090555316454,0.182234248949716
"volcano","volcano","Argentina",-0.0102301955128328,-0.436515544794151,0.19383426948097
"wildfire","wildfire","Argentina",0.075802940562992,0.0271950988859261,0.153417248253467
"drought","drought","Azerbaijan",0.0942190955994405,-0.0839850417562029,0.274636308433709
"earthquake","earthquake","Azerbaijan",0.16232763624989,0.0741666369558062,0.252661932139605
"flooding","flooding","Azerbaijan",0.114638686129679,0.0294273306076808,0.202877743104562
"heatwave","heatwave","Azerbaijan",0.134407536591091,-0.0834838032302517,0.343299395694943
"hurricane","hurricane","Azerbaijan",0.080681095132134,0.0168551456242084,0.162284011449392
"mudslide","mudslide","Azerbaijan",0.105425891145622,-0.030651399236266,0.23791548534845
"sandstorm","sandstorm","Azerbaijan",0.0614779434732212,-0.23304862241875,0.365519333874756
"snowstorm","snowstorm","Azerbaijan",0.0636201774562965,-0.111193517742683,0.270367557785387
"thunder","thunder","Azerbaijan",0.0896455335106766,-0.0248301305801978,0.280205784136299
"tornado","tornado","Azerbaijan",0.0808689702097575,-0.0734758504470949,0.27928599021172
"volcano","volcano","Azerbaijan",-0.0113016802577602,-0.28451799860594,0.349312964120021
"wildfire","wildfire","Azerbaijan",0.0782365775195653,-0.0390640114799745,0.201100713646964
"drought","drought","Denmark",0.100863686923915,-0.0809055232113999,0.277168566565428
"earthquake","earthquake","Denmark",0.0695851058360283,-0.0729079593183178,0.216436381687016
"flooding","flooding","Denmark",0.0765110431123707,0.0169738149102507,0.137497058612308
"heatwave","heatwave","Denmark",0.136510759883071,-0.0777050821582582,0.340924542925047
"hurricane","hurricane","Denmark",0.0763258569565104,-0.00474905176847213,0.142047123095381
"mudslide","mudslide","Denmark",0.111795476255955,-0.0142519921272932,0.256307976729601
"sandstorm","sandstorm","Denmark",0.0589191268284664,-0.267051330538008,0.377136681464051
"snowstorm","snowstorm","Denmark",0.0666106726801125,-0.113936570784865,0.262782667745323
"thunder","thunder","Denmark",0.0687969210925399,-0.0830453500425569,0.220612119246166
"tornado","tornado","Denmark",0.0905514307164014,-0.0659520554211088,0.317106292834085
"volcano","volcano","Denmark",-0.0113742658066262,-0.318775758731647,0.337504163646511
"wildfire","wildfire","Denmark",0.0780232512743421,-0.0483203342963376,0.204308531191754
"drought","drought","Dominican Republic",0.0814067006533609,-0.090653840111175,0.204158795243816
"earthquake","earthquake","Dominican Republic",0.0906390120690034,-0.000809761966592687,0.178411532431252
"flooding","flooding","Dominican Republic",0.0649048530232919,-0.00310646474746652,0.126278032628094
"heatwave","heatwave","Dominican Republic",0.11192171858412,-0.0869102061791213,0.231619062464506
"hurricane","hurricane","Dominican Republic",0.0612477300431738,-0.0103004661680239,0.103985859771553
"mudslide","mudslide","Dominican Republic",0.0910831140782891,-0.00808857960090427,0.183492319143291
"sandstorm","sandstorm","Dominican Republic",0.0520762736100417,-0.319210165635719,0.236512884943637
"snowstorm","snowstorm","Dominican Republic",0.0554907532554444,-0.110756343055453,0.191225562128015
"thunder","thunder","Dominican Republic",0.0601091387585299,-0.079932954380371,0.164388743621476
"tornado","tornado","Dominican Republic",0.0703391168299608,-0.0827808690286468,0.202848668138357
"volcano","volcano","Dominican Republic",-0.0116989694512134,-0.42145233229002,0.230499114443965
"wildfire","wildfire","Dominican Republic",0.0670340240017585,-0.0429411866828556,0.158322830791574
"drought","drought","Egypt",0.094845618563341,-0.073568006092187,0.27979539429029
"earthquake","earthquake","Egypt",0.0678142966090776,-0.0618830471455383,0.210172996371925
"flooding","flooding","Egypt",0.14928671860243,0.0571363506694587,0.252518781549673
"heatwave","heatwave","Egypt",0.134052777887248,-0.0839880972698525,0.357747123242742
"hurricane","hurricane","Egypt",0.075694833329005,0.00200270790461495,0.153481209718449
"mudslide","mudslide","Egypt",0.107306016531412,-0.00883241060480707,0.250540914812106
"sandstorm","sandstorm","Egypt",-0.0717753661894749,-0.192838611209826,0.0737626969538816
"snowstorm","snowstorm","Egypt",0.0617815785707599,-0.101930452379424,0.267485015837004
"thunder","thunder","Egypt",0.0687914898258415,-0.0573101940875249,0.219376234625443
"tornado","tornado","Egypt",0.0797888116572574,-0.0724173437399232,0.288232949761501
"volcano","volcano","Egypt",-0.0109165412431395,-0.267107311006543,0.362443727259908
"wildfire","wildfire","Egypt",0.0748953509814591,-0.0433830272992305,0.204694773302114
"drought","drought","Estonia",0.0694034570544798,-0.0567289792627121,0.253664712670689
"earthquake","earthquake","Estonia",0.0430442973063544,-0.0482306545895972,0.167437109069421
"flooding","flooding","Estonia",0.0499902667385612,-0.0226420520579561,0.138597037967521
"heatwave","heatwave","Estonia",0.103298168395455,-0.0587361095742745,0.319862825187375
"hurricane","hurricane","Estonia",0.0632747623662419,0.0209533933900818,0.144196105088271
"mudslide","mudslide","Estonia",0.081902217757617,-0.00835362221254631,0.221073758482356
"sandstorm","sandstorm","Estonia",0.0391264830867508,-0.135268946749778,0.368933983878482
"snowstorm","snowstorm","Estonia",0.0430609349556464,-0.0765880425977036,0.22140495915673
"thunder","thunder","Estonia",0.0245688341283462,-0.061291852899187,0.0925009499600393
"tornado","tornado","Estonia",0.0561818929492931,-0.0628095768147369,0.232294978451459
"volcano","volcano","Estonia",-0.00821467856359354,-0.167937141669987,0.309051711656339
"wildfire","wildfire","Estonia",0.0550494157739462,-0.024143543738826,0.146542385612424
"drought","drought","Iran",0.038109667762595,-0.061461682259261,0.129035152073323
"earthquake","earthquake","Iran",0.0732314793252256,0.00601924750702339,0.136965327971483
"flooding","flooding","Iran",0.0839960189753208,0.00771605783673699,0.156636935758216
"heatwave","heatwave","Iran",0.13080403298514,-0.0949599585465674,0.297993986880543
"hurricane","hurricane","Iran",0.0760402503517544,-0.000226166531209768,0.146017512469886
"mudslide","mudslide","Iran",0.112652137164169,0.0141224199515972,0.248003857029457
"sandstorm","sandstorm","Iran",0.0703866956687462,-0.0942372201743934,0.216978804573761
"snowstorm","snowstorm","Iran",0.0627064027110754,-0.132363643630912,0.231552748493314
"thunder","thunder","Iran",0.0602268157776382,-0.116625490931449,0.182817619114937
"tornado","tornado","Iran",0.0746201861324057,-0.117189159702512,0.216326893929902
"volcano","volcano","Iran",-0.0130380940573269,-0.389866937138474,0.306843437968498
"wildfire","wildfire","Iran",0.0767386910660102,-0.0497060591139188,0.190876126968432
"drought","drought","Lithuania",0.16764839696041,0.0339905510827271,0.317647502513038
"earthquake","earthquake","Lithuania",0.0604938190450421,-0.0664735598896049,0.216447175743665
"flooding","flooding","Lithuania",0.0997450984369186,0.030564596976065,0.173579284985293
"heatwave","heatwave","Lithuania",0.143320414509575,-0.0387782108163073,0.385231701217066
"hurricane","hurricane","Lithuania",0.0656899492285214,-0.00812283218809571,0.119838302086268
"mudslide","mudslide","Lithuania",0.101896685253948,-0.00775760447958822,0.237409663032304
"sandstorm","sandstorm","Lithuania",0.0498275470750786,-0.211783662380539,0.387803734712554
"snowstorm","snowstorm","Lithuania",0.0533717691601841,-0.0993994700301317,0.236555880339197
"thunder","thunder","Lithuania",0.0581848202238459,-0.0621973218336676,0.178538014116055
"tornado","tornado","Lithuania",0.0756047657660987,-0.0687169656138266,0.280926322555779
"volcano","volcano","Lithuania",-0.010042042737065,-0.250192908861986,0.348121424896794
"wildfire","wildfire","Lithuania",0.0669373876701833,-0.0525691258904124,0.189282164071724
"drought","drought","Netherlands",0.0969668023727208,-0.0803528327333645,0.265423518143497
"earthquake","earthquake","Netherlands",0.0589279567966511,-0.0726408856319543,0.188533698127675
"flooding","flooding","Netherlands",0.136458517585676,0.0572463642455529,0.218623610053474
"heatwave","heatwave","Netherlands",0.135588661743495,-0.0831317377063419,0.338721306435867
"hurricane","hurricane","Netherlands",0.0864357383551606,0.0386897485275577,0.151743026704647
"mudslide","mudslide","Netherlands",0.101636282365887,-0.0417130503834397,0.214561948799398
"sandstorm","sandstorm","Netherlands",0.0582229448367934,-0.253800944275656,0.35467322717879
"snowstorm","snowstorm","Netherlands",0.0655046461639017,-0.112309513664538,0.262539925876651
"thunder","thunder","Netherlands",0.0679399278691724,-0.0854962571372312,0.221616573836826
"tornado","tornado","Netherlands",0.0710580161989799,-0.129039117679474,0.224496772892078
"volcano","volcano","Netherlands",-0.0120928623072158,-0.334899199670153,0.329130296156631
"wildfire","wildfire","Netherlands",0.0663010993002085,-0.0812233728125716,0.166449782585722
"drought","drought","Norway",0.094040364502675,-0.0880418326276584,0.269175865629892
"earthquake","earthquake","Norway",0.0692323766303679,-0.0769274813693393,0.208207147493146
"flooding","flooding","Norway",0.067006116954056,0.00121060799448524,0.128596589575855
"heatwave","heatwave","Norway",0.137066994772739,-0.108387386168183,0.322595888557482
"hurricane","hurricane","Norway",0.0741570310495545,-0.00541505203299393,0.14001554180715
"mudslide","mudslide","Norway",0.102514342126687,-0.0184154248801675,0.212717123388806
"sandstorm","sandstorm","Norway",0.0572757216066913,-0.263176873043178,0.347552029466223
"snowstorm","snowstorm","Norway",0.066544317104788,-0.117157865349723,0.261133417215666
"thunder","thunder","Norway",0.0688597473445186,-0.086280370748598,0.213832029829372
"tornado","tornado","Norway",0.0822943981481188,-0.0762375471067167,0.273321155393621
"volcano","volcano","Norway",-0.012720469798409,-0.346249093192524,0.312518560665573
"wildfire","wildfire","Norway",0.0776414953590986,-0.0520015627811626,0.20441241578201
"drought","drought","Paraguay",0.0384903484543712,-0.0590558276661006,0.124733162118182
"earthquake","earthquake","Paraguay",0.064407596610882,-0.0772728712577393,0.181096759336048
"flooding","flooding","Paraguay",0.108899132288976,0.0417056164245072,0.176005534457262
"heatwave","heatwave","Paraguay",0.12068345117204,-0.0982762982016574,0.268397198320214
"hurricane","hurricane","Paraguay",0.073541801928528,0.00374092353427945,0.135727051783933
"mudslide","mudslide","Paraguay",0.0994599650832938,-0.0128832186123712,0.205136301063068
"sandstorm","sandstorm","Paraguay",0.055016844113006,-0.306916122611582,0.27743426652897
"snowstorm","snowstorm","Paraguay",0.0603483436015496,-0.124240551975619,0.223232464753527
"thunder","thunder","Paraguay",0.088477057264764,0.024761198346708,0.163886781539738
"tornado","tornado","Paraguay",0.0798937355327105,-0.0630423716078614,0.23621774405677
"volcano","volcano","Paraguay",-0.0136300336757598,-0.433815403612416,0.280634198005536
"wildfire","wildfire","Paraguay",0.0455032530703255,-0.0819897242077417,0.106766739620951
"drought","drought","Peru",0.0868303653826384,-0.0765840171210413,0.199647767806541
"earthquake","earthquake","Peru",0.0344447245786562,-0.0485489805306983,0.107218180748024
"flooding","flooding","Peru",0.0467049483847516,-0.0105604429148363,0.0984028266555152
"heatwave","heatwave","Peru",0.108279295242526,-0.0816430305222011,0.221723039433218
"hurricane","hurricane","Peru",0.0669542911331233,0.00395626779276312,0.126069140836049
"mudslide","mudslide","Peru",0.0809217332115417,-0.00840520296541938,0.142886133950726
"sandstorm","sandstorm","Peru",0.0502293203929202,-0.321987105806314,0.232104362211042
"snowstorm","snowstorm","Peru",0.0443587041407373,-0.151055638384688,0.171851947622738
"thunder","thunder","Peru",0.0537532024855677,-0.0974220115863856,0.152479910362618
"tornado","tornado","Peru",0.0746129011757984,-0.0515331653668372,0.207296115609218
"volcano","volcano","Peru",-0.0110846624818633,-0.435459045006411,0.228588189461278
"wildfire","wildfire","Peru",0.0558422355023586,-0.0409958300464853,0.114991094536246
"drought","drought","Poland",-0.00761410104054841,-0.133985055112047,0.114509656763091
"earthquake","earthquake","Poland",0.0667369609002385,-0.0665068151286113,0.209787067319
"flooding","flooding","Poland",0.0621079005554202,-0.0372850924916704,0.151956058108849
"heatwave","heatwave","Poland",0.135631818093927,-0.107599717907609,0.332155678361815
"hurricane","hurricane","Poland",0.0758522742519736,-0.0107540803420099,0.140562855279824
"mudslide","mudslide","Poland",0.111006011301623,-0.00851529820152248,0.241265310213816
"sandstorm","sandstorm","Poland",0.0626300836433634,-0.262408943521943,0.363568629534795
"snowstorm","snowstorm","Poland",0.0647907645343092,-0.113092992305081,0.268918125814886
"thunder","thunder","Poland",0.0280563340602362,-0.086456300569945,0.108680070594633
"tornado","tornado","Poland",0.0829273814419376,-0.0917763115772748,0.287856195691565
"volcano","volcano","Poland",-0.0147657951215639,-0.341184547153196,0.329616851889941
"wildfire","wildfire","Poland",0.0737275397696507,-0.0621309739209563,0.190486636244959
"drought","drought","South Africa",0.106225291946743,-0.0532485730690175,0.23043270583184
"earthquake","earthquake","South Africa",0.0669639738849037,-0.0636814439434439,0.175565416333579
"flooding","flooding","South Africa",0.096006305377915,0.0326496535721461,0.155949465970624
"heatwave","heatwave","South Africa",0.118793925992275,-0.110414212984096,0.258836243029933
"hurricane","hurricane","South Africa",0.0740239972567158,0.0141888117071368,0.138858866440794
"mudslide","mudslide","South Africa",0.0968928152595656,-0.011947561014623,0.196826863925726
"sandstorm","sandstorm","South Africa",0.0497465255471197,-0.303416335744591,0.261993361909674
"snowstorm","snowstorm","South Africa",0.0592408340325507,-0.108618851059967,0.211224834230414
"thunder","thunder","South Africa",0.0308443097973214,-0.13731081091674,0.121933773749571
"tornado","tornado","South Africa",0.0692239040542993,-0.0968014099654801,0.198681183787033
"volcano","volcano","South Africa",-0.0114802154884197,-0.40326423527933,0.240849889763705
"wildfire","wildfire","South Africa",0.0552918538006094,-0.0688226523925469,0.122349293305012
"drought","drought","Spain",0.0602416011403771,-0.0395354645797167,0.128792773769789
"earthquake","earthquake","Spain",0.0472217284632245,-0.0478420583074818,0.118048899228878
"flooding","flooding","Spain",0.0564265312890193,-0.00116647601113676,0.105775222018387
"heatwave","heatwave","Spain",0.0808884568492689,-0.0712015239096936,0.166568221827216
"hurricane","hurricane","Spain",0.0451475538641422,-0.0211923368234561,0.0782717549781418
"mudslide","mudslide","Spain",0.0636246672465088,-0.0242085150859995,0.117040896653114
"sandstorm","sandstorm","Spain",0.0383504121266564,-0.289401728285883,0.168114134940191
