"term","group","contrast","resilience_within_z","estimate","conf.low","conf.high"
"experienced_extreme_within","1","dY/dX",-1,-0.0819713350833441,-0.0926495573299307,-0.0713127627634936
"experienced_extreme_within","2","dY/dX",-1,-0.0371439707642631,-0.0492373865359493,-0.0244457223620346
"experienced_extreme_within","3","dY/dX",-1,0.119141957830287,0.106366977919816,0.131739393022535
"experienced_extreme_within","1","dY/dX",0,-0.079840240944926,-0.0882114667479645,-0.0712383560883952
"experienced_extreme_within","2","dY/dX",0,-0.0359454069527363,-0.0451661417811603,-0.0260672328984196
"experienced_extreme_within","3","dY/dX",0,0.115682121474995,0.105921317350419,0.125091464628017
"experienced_extreme_within","1","dY/dX",1,-0.0766927119640688,-0.0880574543120986,-0.065594201422113
"experienced_extreme_within","2","dY/dX",1,-0.0349625509465639,-0.0480259302551836,-0.0216644464638106
"experienced_extreme_within","3","dY/dX",1,0.111583881854923,0.0977133343115977,0.12510720329259
